time_s,phase,phase_progress,A1_joint,A2_joint,A3_joint,A4_joint,A5_joint,A6_joint,A7_joint,rh_thumb_cmc_roll,rh_thumb_cmc_yaw,rh_thumb_cmc_pitch,rh_thumb_mcp,rh_thumb_ip,rh_index_mcp_roll,rh_index_mcp_pitch,rh_index_pip,rh_index_dip,rh_middle_mcp_pitch,rh_middle_pip,rh_middle_dip,rh_ring_mcp_roll,rh_ring_mcp_pitch,rh_ring_pip,rh_ring_dip,rh_pinky_mcp_roll,rh_pinky_mcp_pitch,rh_pinky_pip,rh_pinky_dip,A7_x,A7_y,A7_z,thumb_tip_x,thumb_tip_y,thumb_tip_z,middle_tip_x,middle_tip_y,middle_tip_z
0.333333,2/3 raise_arm_pose,0.151515,-0.0619139048891115,1.5,0.07429668586693379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4368701905381774,-0.33977781349113434,0.6149293374710705,0.4980166324722555,-0.44486319206709746,0.4769048952514609,0.44458067393312745,-0.36557240836476385,0.3519806091693416
0.366667,2/3 raise_arm_pose,0.166667,-0.07407407407407407,1.5,0.08888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44398118132880743,-0.3397691044341738,0.6154202620243979,0.5081795915461175,-0.4440804284950408,0.47819678517031083,0.45499255312793396,-0.36568773872781674,0.3526012739702074
0.4,2/3 raise_arm_pose,0.181818,-0.08715251690458302,1.4999999999999998,0.10458302028549962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4516217460851758,-0.3397597503970248,0.6160447051795731,0.519078068578958,-0.4432162804582801,0.4797400400173533,0.46618300667137136,-0.36581007010297967,0.3534115067302275
0.433333,2/3 raise_arm_pose,0.19697,-0.10110749366947713,1.5,0.12132899240337255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45976448194114955,-0.33974978647381165,0.6168211039340912,0.5306675882530102,-0.44226899362405064,0.4815616034089863,0.4781125012113373,-0.36593861486660134,0.35443905071655724
0.466667,2/3 raise_arm_pose,0.212121,-0.11589726465759524,1.5,0.13907671758911427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46838142614040285,-0.339739248745127,0.6177678528342081,0.5429025723273673,-0.4412369059659532,0.4836880439465526,0.4907406512528389,-0.3660725725713058,0.35571162317535804
0.5,2/3 raise_arm_pose,0.227273,-0.1314800901577761,1.5,0.1577761081893313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4774440361381808,-0.3397281743129759,0.6189030780343009,0.5557363532941484,-0.44011850665434565,0.4861451590673927,0.5040261791782664,-0.3662111331504762,0.35725658186631737
0.533333,2/3 raise_arm_pose,0.242424,-0.14781423045885858,1.5,0.17737707655063029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4869231815870382,-0.33971660131434606,0.6202444205754083,0.569121213272519,-0.4389124912109772,0.48895759786903925,0.5179268934575154,-0.36635348028640496,0.35910060402357946
0.566667,2/3 raise_arm_pose,0.257576,-0.1648579458496814,1.5,0.19782953501961767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49678914888668085,-0.3397045689121641,0.6218088293913338,0.5830084491984143,-0.4376178126557637,0.4921485048697324,0.5323996861746636,-0.36649879494795845,0.36126937848307145
0.6,2/3 raise_arm_pose,0.272727,-0.18256949661908337,1.5,0.21908339594290002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5070116587295249,-0.33969211726285475,0.6236123646291069,0.5973484647079905,-0.43623372838030794,0.49573918679207596,0.5474005506339403,-0.36664625909536014,0.36378731186632657
0.633333,2/3 raise_arm_pose,0.287879,-0.20090714305590343,1.5,0.2410885716670841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5175598968322158,-0.3396792874601569,0.6256700119329774,0.6120908884678267,-0.4347598424945112,0.4997488045196404,0.5628846194500214,-0.3667950595419309,0.3666772498364216
0.666667,2/3 raise_arm_pose,0.30303,-0.2198291454489802,1.5,0.2637949745387762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5284025578099152,-0.3396661214552961,0.62799550838547,0.6271847180818928,-0.4331961434100194,0.5041940923724222,0.5788062231771268,-0.36694439195544776,0.3699602145389778
0.7,2/3 raise_arm_pose,0.318182,-0.23929376408715253,1.5,0.28715251690458304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5395079019257181,-0.3396526619540254,0.6306011808239044,0.6425784881123684,-0.43154303644759723,0.5090891067725706,0.5951189691894349,-0.36709346497522083,0.3736551594075041
0.733333,2/3 raise_arm_pose,0.333333,-0.25925925925925924,1.5,0.31111111111111106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5508438242333505,-0.3396389522914589,0.6334977972552953,0.6582204601973118,-0.4298013712849795,0.5144450062254954,0.6117758401938914,-0.36724150441516146,0.377778742545605
0.766667,2/3 raise_arm_pose,0.348485,-0.27968389125413917,1.5,0.335620669504967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5623779354287762,-0.3396250362860074,0.6366944320762032,0.6740588327420289,-0.42797246409717454,0.520269864324621,0.6287293114380219,-0.3673877575180448,0.3823451198973675
0.8,2/3 raise_arm_pose,0.363636,-0.3005259203606311,1.5,0.3606311044327573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5740776535370254,-0.3396109580740827,0.640198345767029,0.6900419672117064,-0.4260581142822844,0.5265685172044533,0.6459314853725384,-0.3675314972219329,0.3873657593810529
0.833333,2/3 raise_arm_pose,0.378788,-0.32174360686757375,1.5,0.38609232824108847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5859103053860472,-0.3395967619275793,0.6440148796729297,0.706118627668912,-0.42406061571216525,0.5333424465223006,0.6633342422443864,-0.3676720263963678,0.39284927709021455
0.866667,2/3 raise_arm_pose,0.393939,-0.34329521106380606,1.5,0.41195425327656726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.597843236661291,-0.33958249205643776,0.6481473664070018,0.7222382298884824,-0.4219827624979758,0.5405896986521929,0.6808894048335449,-0.36780868200349576,0.39880129656158936
0.9,2/3 raise_arm_pose,0.409091,-0.36513899323816684,1.5,0.4381667918858002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.609843929194544,-0.33956819239886493,0.6525970563169872,0.7383510961503382,-0.4198278493150416,0.5483048403352625,0.6985489153094785,-0.36794083913776565,0.4052243319722167
0.933333,2/3 raise_arm_pose,0.424242,-0.3872332136794947,1.5,0.4646798564153936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6218801240197153,-0.33955390640200434,0.6573630603463533,0.7544087116624839,-0.4175996663885144,0.5564789505607856,0.7162650219737653,-0.3680679148972608,0.41211769596180287
0.966667,2/3 raise_arm_pose,0.439394,-0.40953613267662853,1.5,0.4914433592119542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6339199486280079,-0.33953967679604796,0.662442309496277,0.7703639785046078,-0.41530248930000946,0.5650996479638917,0.7339904734769072,-0.3681893720401007,0.41947743258345316
1.0,2/3 raise_arm_pose,0.454545,-0.43200601051840715,1.5,0.5184072126220886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6459320467762429,-0.3395255453648965,0.6678295309592701,0.7861714630078128,-0.4129410638345484,0.5741511525331566,0.7516787179522002,-0.3683047223805828,0.4272962756703627
1.033333,2/3 raise_arm_pose,0.469697,-0.4546011074936695,1.5,0.5455213289924034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6578857091457794,-0.3395115527165867,0.6735172408506137,0.8017876325964772,-0.41052058614565595,0.5836143799376025,0.7692841043999531,-0.3684135298818982,0.4355636326722429
1.066667,2/3 raise_arm_pose,0.484848,-0.4772796838912542,1.5,0.572735620669505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6697510031159399,-0.3394977380567286,0.6794957533132819,0.8171710783101116,-0.4080466785730341,0.5934670663215451,0.7867620835828313,-0.36851541340518223,0.44426559376796054
1.1,2/3 raise_arm_pose,0.5,-0.5,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6814988999052086,-0.3394841389681953,0.6857532056186706,0.8322827194902058,-0.40552536150081586,0.6036839209901241,0.8040694056586961,-0.3686100490783556,0.45338496580529997
1.133333,2/3 raise_arm_pose,0.515152,-0.5227203161087459,1.5,0.6272643793304951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931013973455465,-0.3394707912002479,0.6922755987322625,0.8470859874513132,-0.4029630216937653,0.6142368040298676,0.8211643117813637,-0.36869717225255383,0.4629013303603176
1.166667,2/3 raise_arm_pose,0.530303,-0.5453988925063304,1.5,0.6544786710075965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7045316365893137,-0.33945772847017425,0.6990468526635094,0.8615469853469494,-0.40036637759294497,0.6250949255875862,0.838006716941812,-0.3687765790188367,0.4727911249530838
1.2,2/3 raise_arm_pose,0.545455,-0.5679939894815927,1.5,0.6815927873779113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7157640111036483,-0.339444982280374,0.7060488757757178,0.8756346218778854,-0.39774244209034165,0.6362250632755183,0.8545583814015227,-0.3688481272632228,0.48302774620923716
1.233333,2/3 raise_arm_pose,0.560606,-0.5904638673233714,1.5,0.7085566407880457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7267742663823709,-0.3394325817536279,0.7132616470975893,0.8893207169604342,-0.39509848333289016,0.6475917939873035,0.8707830681839818,-0.3689117372437484,0.49358167352323606
1.266667,2/3 raise_arm_pose,0.575758,-0.6127667863205054,1.5,0.7353201435846065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7375395888990531,-0.33942055348906736,0.7206633105560877,0.9025800779621511,-0.3924419841296069,0.6591577363019658,0.8866466842375049,-0.36896739167913417,0.5044206115647119
1.3,2/3 raise_arm_pose,0.590909,-0.6348610067618333,1.5,0.7618332081142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7480386829348367,-0.339408921441101,0.7282302799430829,0.9153905456084058,-0.3897806005505669,0.6708837996233172,0.9021174030592994,-0.3690151353445727,0.5155096497788124
1.333333,2/3 raise_arm_pose,0.606061,-0.6567047889361939,1.5,0.7880457467234326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7582518340388302,-0.33939770682326703,0.7359373533381525,0.927733009152247,-0.38712212031288873,0.6827294362493167,0.9171657667733948,-0.3690550741760324,0.5268114368693599
1.366667,2/3 raise_arm_pose,0.621212,-0.6782563931324262,1.5,0.8139076717589114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7681609580150691,-0.3393869280386791,0.7437578356390435,0.9395913908691682,-0.38447442154652794,0.6946528926870217,0.9317647658796047,-0.36908737389015694,0.5382863681239101
1.4,2/3 raise_arm_pose,0.636364,-0.6994740796393689,1.5,0.8393688955672427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777496344755821,-0.3393766006384131,0.7516636678013915,0.9509526003761353,-0.38184543252148684,0.7066114567188652,0.9458898951324501,-0.3691122581322141,0.5498927833457129
1.433333,2/3 raise_arm_pose,0.651515,-0.7203161087458608,1.5,0.864379330495033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7870031241514518,-0.3393667373088542,0.7596255613618061,0.9618064596702606,-0.3792430928981601,0.7185616969783919,0.9595191842632093,-0.3691300061694772,0.5615871731017981
1.466667,2/3 raise_arm_pose,0.666667,-0.7407407407407407,1.5,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7959083693102339,-0.33935734788870303,0.7676131368143945,0.9721456001282329,-0.376675317034261,0.7304596921000759,0.972633202520005,-0.36914095015182374,0.5733243909808137
1.5,2/3 raise_arm_pose,0.681818,-0.7607062359128475,1.5,0.912847483095417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8044539767860531,-0.3393484394160102,0.7755950644309849,0.9819653329962346,-0.37414995984549787,0.7422612468592839,0.9852150362651706,-0.3691454719650732,0.5850578695801318
1.533333,2/3 raise_arm_pose,0.69697,-0.7801708545510199,1.5,0.9362050254612237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8126301832855719,-0.33934001620531046,0.7835392061600607,0.991263495126904,-0.3716747856734989,0.753922093104904,0.9972502391312298,-0.36914399970562534,0.5967398380095392
1.566667,2/3 raise_arm_pose,0.712121,-0.7990928569440967,1.5,0.958911428332916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8204288027864189,-0.3393320799546312,0.791412757308779,1.0000402718822083,-0.36925744056399984,0.7653980736986147,1.0087267544921554,-0.36913700380718256,0.6083215388084297
1.6,2/3 raise_arm_pose,0.727273,-0.8174305033809166,1.5,0.9809166040570999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8278431559923456,-0.3393246298818852,0.7991823868061485,1.0082979992181675,-0.3669054283017825,0.7766453081012562,1.0196348102509796,-0.3691249928517301,0.6197534423240025
1.633333,2/3 raise_arm_pose,0.742424,-0.8351420541503186,1.5,1.0021704649803822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8348679819494332,-0.3393176628899203,0.8068143749628777,1.0160409470004592,-0.3646260904870075,0.7876203386789642,1.0299667861746802,-0.36910850909745124,0.6309854567881563
1.666667,2/3 raise_arm_pose,0.757576,-0.8521857695411413,1.5,1.0226229234493696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414993320584633,-0.3393111737592895,0.8142747477837488,1.0232750855719337,-0.3624265908712167,0.7982802572311533,1.039717054219545,-0.36908812375586314,0.6419671325586849
1.7,2/3 raise_arm_pose,0.772727,-0.8685199098422238,1.5,1.0422238918106685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8477344468388694,-0.3393051553676313,0.8215294070505792,1.0300078375084325,-0.36031390410115277,0.8085828116619056,1.0488817924826384,-0.36906443204916567,0.6526478592538085
1.733333,2/3 raise_arm_pose,0.787879,-0.8841027353424048,1.5,1.0609232824108856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8535716159086815,-0.3392995989344157,0.8285442555765613,1.0362478163637239,-0.35829480894536725,0.8184864931199132,1.057458773586038,-0.36903804807663126,0.6629770548052742
1.766667,2/3 raise_arm_pose,0.80303,-0.8988925063305228,1.5,1.0786710075966273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.859010021742218,-0.33929449428970276,0.8352853172347245,1.0420045540245193,-0.3563758860030261,0.827950604315795,1.0654471284495937,-0.3690095995158452,0.6729043457815959
1.8,2/3 raise_arm_pose,0.818182,-0.9128474830954171,1.5,1.0954169797145004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.864049567853141,-0.33928983016549874,0.8417188515827707,1.0472882180797596,-0.35456351981692924,0.8369353100867492,1.072847086535364,-0.3689797221808134,0.6823797386862801
1.833333,2/3 raise_arm_pose,0.833333,-0.925925925925926,1.5,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8686906921255386,-0.33928559450825824,0.847811463142097,1.0521093203624903,-0.3528639052339678,0.8454016716165744,1.079659693753887,-0.368949054454428,0.6913537823132705
1.866667,2/3 raise_arm_pose,0.848485,-0.9380860951108886,1.5,1.1257033141330663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8729341660812343,-0.3392817748110735,0.8535302056386771,1.0564784175556783,-0.35128305777637164,0.8533116660351281,1.0858865093113568,-0.36891823160763304,0.6997777216401389
1.9,2/3 raise_arm_pose,0.863636,-0.9492862509391435,1.5,1.1391435011269722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8767808809293755,-0.3392783584641164,0.8588426817759454,1.0604058044732882,-0.3498268277062874,0.8606281934181804,1.0915292828508714,-0.3688878800119473,0.7076036441558681
1.933333,2/3 raise_arm_pose,0.878788,-0.9594846536995297,1.5,1.1513815844394357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8802316212969556,-0.33927533312193026,0.8637171393832042,1.0639012003427426,-0.3485009173844775,0.8673150734909211,1.0965896133045152,-0.3688586112458967,0.7147846199515108
